Flight ID,Airline,Flight_Distance,Origin_Airport,Destination_Airport,Scheduled_Departure_Time,Day_of_Week,Month,Airplane_Type,Weather_Score,Previous_Flight_Delay_Minutes,Airline_Rating,Passenger_Load,Flight_Cancelled
6390218,Airline B,435,Airport 2,Airport 3,15,2,6,Type C,0.903053,11.0,0.333831,0.529785,1
8332597,Airline B,483,Airport 3,Airport 4,17,1,4,Type D,0.911984,1.0,1.971751,0.252119,1
6800311,Airline C,637,Airport 1,Airport 3,14,6,7,Type A,0.768174,20.66667,4.175688,0.982872,0
6951618,Airline A,328,Airport 3,Airport 2,11,6,11,Type A,0.114953,30.0,1.30939,0.844351,1
538342,Airline E,543,Airport 2,Airport 5,17,3,9,Type E,0.084694,13.0,5.189038,0.415778,0
528587,Airline A,412,Airport 1,Airport 2,4,2,6,Type A,0.940834,29.33333,2.182812,0.3982,1
6864459,Airline B,420,Airport 3,Airport 3,23,7,1,Type B,0.427016,16.66667,2.732368,0.553158,1
4755951,Airline A,494,Airport 2,Airport 2,7,6,9,Type E,0.451362,56.0,2.808546,0.435278,1
9716084,Airline A,527,Airport 4,Airport 4,2,7,12,Type D,0.847793,29.0,0.034315,0.714948,1
542222,Airline B,422,Airport 4,Airport 2,1,4,10,Type E,0.621431,30.0,4.904973,0.265818,1
1482906,Airline A,325,Airport 1,Airport 2,18,4,9,Type A,0.279407,6.222222,2.015738,0.50579,1
1937403,Airline A,482,Airport 1,Airport 2,7,7,5,Type A,0.311013,14.22222,0.091823,1.007024,1
6836280,Airline A,477,Airport 4,Airport 3,1,1,7,Type D,0.006377,12.0,0.881651,0.756108,1
344191,Airline E,643,Airport 5,Airport 3,18,6,1,Type B,0.71067,0.0,4.105156,0.16807,0
9493754,Airline A,504,Airport 1,Airport 2,0,3,4,Type A,0.585612,9.777778,0.217164,0.997723,1
9660679,Airline A,617,Airport 5,Airport 3,21,4,12,Type C,0.949964,12.66667,4.708929,0.589017,1
3030838,Airline D,711,Airport 3,Airport 3,12,5,10,Type C,0.714013,18.0,4.999455,0.679287,0
7547321,Airline B,389,Airport 4,Airport 5,22,2,4,Type B,0.103153,81.0,4.432164,0.294257,1
3932673,Airline C,647,Airport 1,Airport 4,19,5,5,Type A,0.161541,8.0,3.89452,0.441544,0
3806885,Airline A,593,Airport 1,Airport 5,16,7,6,Type A,0.501725,2.666667,2.636412,0.806812,0
7061374,Airline E,278,Airport 5,Airport 2,2,4,4,Type C,0.924874,61.0,0.412148,0.330676,1
7640213,Airline B,481,Airport 1,Airport 5,8,4,6,Type D,0.247251,85.0,3.652231,0.165062,1
6195756,Airline D,570,Airport 4,Airport 2,4,1,10,Type B,0.82558,20.0,1.984326,0.378305,1
9721551,Airline B,533,Airport 5,Airport 4,5,1,7,Type A,0.312272,3.0,3.051143,0.069219,0
5196671,Airline A,665,Airport 3,Airport 2,3,6,3,Type A,0.269897,19.0,1.666952,0.717856,0
2101838,Airline D,559,Airport 1,Airport 2,16,7,9,Type E,0.901393,3.0,1.21078,0.147746,1
1904945,Airline C,357,Airport 2,Airport 4,20,2,8,Type C,0.047242,64.0,1.621485,0.285126,1
2440634,Airline A,579,Airport 1,Airport 2,20,6,1,Type A,0.760741,32.0,2.03457,0.991216,0
9115211,Airline A,385,Airport 3,Airport 5,20,1,2,Type B,0.043168,8.0,2.132458,0.540498,1
7986402,Airline E,444,Airport 5,Airport 2,15,3,2,Type A,0.800764,65.0,1.55854,0.321338,1
9117287,Airline D,609,Airport 3,Airport 2,15,2,10,Type E,0.829404,30.0,2.164852,0.547667,1
909617,Airline B,598,Airport 2,Airport 3,21,3,9,Type C,0.893357,91.0,0.161437,0.218278,1
1468962,Airline A,427,Airport 1,Airport 2,1,1,9,Type A,0.224498,0.0,1.379404,0.679199,1
5402816,Airline A,479,Airport 1,Airport 2,16,2,9,Type A,0.603535,2.666667,0.262066,0.803392,1
2475810,Airline E,488,Airport 4,Airport 4,14,6,1,Type B,0.271633,23.0,1.442035,0.879782,0
8057079,Airline E,443,Airport 3,Airport 3,17,4,7,Type B,0.606297,62.0,4.917764,0.771883,1
4529847,Airline A,613,Airport 5,Airport 3,9,6,12,Type E,0.513747,102.6667,3.165287,0.926678,1
2859656,Airline A,458,Airport 4,Airport 3,5,7,11,Type C,0.144852,25.0,1.457024,0.985953,0
9851431,Airline E,473,Airport 5,Airport 4,20,5,3,Type D,0.73927,5.0,2.131728,0.744935,0
4290616,Airline E,476,Airport 2,Airport 2,15,4,11,Type C,0.803784,5.0,1.292374,0.867923,1
7220789,Airline D,569,Airport 2,Airport 5,4,3,9,Type C,0.963043,43.0,0.159021,0.673732,1
4287633,Airline A,525,Airport 1,Airport 2,11,4,8,Type A,0.495539,23.11111,2.305075,0.192305,0
2091806,Airline A,521,Airport 1,Airport 4,5,6,3,Type D,0.337735,23.0,1.662393,0.181702,0
9792306,Airline C,405,Airport 2,Airport 2,13,4,1,Type A,0.192263,18.0,4.192054,0.110259,1
2155410,Airline C,523,Airport 5,Airport 5,22,5,9,Type D,0.180865,25.33333,2.592785,0.942975,0
8190146,Airline E,574,Airport 2,Airport 4,15,7,10,Type A,0.321053,58.0,1.114473,0.672752,1
3177145,Airline A,465,Airport 1,Airport 2,6,6,1,Type A,1.081817,8.888889,2.004672,0.888648,1
3783910,Airline B,514,Airport 2,Airport 3,1,5,3,Type B,0.092259,7.0,2.085557,0.331157,0
4453903,Airline A,592,Airport 1,Airport 2,5,4,6,Type A,0.359366,29.33333,1.969323,0.517974,0
1797300,Airline A,419,Airport 1,Airport 2,8,5,6,Type A,0.185978,64.88889,2.093074,0.044752,1
795561,Airline C,421,Airport 4,Airport 2,6,4,11,Type A,0.273631,8.0,4.814928,0.889007,1
9267746,Airline A,487,Airport 1,Airport 2,1,2,10,Type A,0.192401,8.0,0.214536,0.959629,1
9619577,Airline A,578,Airport 5,Airport 2,18,4,4,Type E,0.508309,7.0,0.241932,0.784811,1
7948821,Airline A,480,Airport 2,Airport 2,10,5,10,Type A,0.17405,4.0,1.321205,0.17425,0
111731,Airline B,429,Airport 4,Airport 2,3,7,6,Type C,0.174808,27.0,2.345509,0.334171,1
4987015,Airline A,535,Airport 1,Airport 2,15,5,10,Type A,0.726109,8.0,0.181647,0.295946,1
6036154,Airline A,490,Airport 1,Airport 2,17,3,5,Type A,0.487121,24.88889,1.253973,0.943267,0
8327719,Airline C,614,Airport 3,Airport 2,12,7,6,Type C,0.056195,2.0,0.824278,0.194836,1
5781275,Airline E,564,Airport 1,Airport 4,4,7,7,Type C,0.920193,2.0,4.192939,0.532124,1
5454295,Airline D,477,Airport 4,Airport 4,1,3,11,Type B,0.404952,15.33333,3.797434,0.571381,1
6664421,Airline A,398,Airport 1,Airport 2,10,1,9,Type A,0.691048,18.66667,0.185184,0.478138,1
2852042,Airline B,534,Airport 3,Airport 3,0,5,12,Type C,0.885412,9.0,4.181752,0.240688,1
8421588,Airline D,470,Airport 2,Airport 2,12,7,12,Type B,0.402159,52.0,1.624792,0.960294,1
7898058,Airline C,479,Airport 2,Airport 3,4,5,7,Type E,0.82066,6.0,1.764299,0.413399,1
8503187,Airline D,383,Airport 1,Airport 3,17,7,4,Type D,0.914752,13.0,0.899018,0.72731,1
6476530,Airline A,515,Airport 3,Airport 3,13,3,10,Type A,0.174067,24.0,4.376521,0.184046,0
1442422,Airline A,449,Airport 1,Airport 2,12,3,5,Type A,0.992492,53.33333,1.011764,0.925663,1
8892274,Airline A,459,Airport 4,Airport 2,6,4,6,Type A,0.119832,16.0,0.244179,0.215892,1
5439088,Airline A,503,Airport 2,Airport 5,17,5,5,Type C,0.808211,25.0,1.279436,0.506496,1
5576447,Airline B,404,Airport 3,Airport 4,6,5,5,Type C,0.900685,11.0,4.680886,0.146557,1
8987115,Airline A,551,Airport 1,Airport 2,19,7,7,Type A,0.784139,32.88889,0.753096,0.028068,1
2389177,Airline A,507,Airport 1,Airport 2,16,4,2,Type A,0.204826,7.111111,2.278566,1.047092,0
5457769,Airline A,353,Airport 1,Airport 2,15,5,3,Type A,0.622992,45.33333,1.660549,0.141402,1
7572461,Airline E,489,Airport 3,Airport 5,10,7,12,Type E,0.572634,6.0,4.306417,0.704951,0
1659188,Airline C,521,Airport 1,Airport 5,18,1,2,Type A,0.28186,98.0,5.08059,0.652685,1
2134415,Airline C,708,Airport 4,Airport 4,0,3,10,Type C,0.991296,11.0,4.357418,0.34172,1
7426703,Airline A,559,Airport 4,Airport 5,20,3,10,Type C,0.335628,63.0,2.218326,0.185383,1
7182080,Airline B,370,Airport 3,Airport 2,7,6,12,Type B,0.210255,15.0,4.072517,0.178328,1
5231870,Airline B,694,Airport 4,Airport 2,0,3,2,Type B,0.110136,5.333333,3.758254,0.585328,0
5383700,Airline E,472,Airport 3,Airport 2,8,2,3,Type E,0.378501,7.0,0.308018,0.546921,1
2766058,Airline B,472,Airport 2,Airport 5,18,1,6,Type D,0.692619,37.33333,4.6488,0.875935,0
591246,Airline D,694,Airport 5,Airport 3,20,1,5,Type A,0.231417,7.333333,2.529805,0.640003,0
5004115,Airline B,437,Airport 2,Airport 3,8,4,11,Type D,0.769544,12.0,0.672253,0.819275,1
5891532,Airline A,484,Airport 1,Airport 2,20,2,5,Type A,0.235401,5.333333,1.063445,0.036465,1
7366133,Airline B,336,Airport 3,Airport 2,9,5,2,Type B,0.440468,64.66667,3.015706,0.670993,1
7379782,Airline D,496,Airport 2,Airport 3,23,6,2,Type B,0.702374,8.0,2.864731,0.233709,0
1776354,Airline A,484,Airport 1,Airport 5,22,1,12,Type B,0.135309,8.0,2.873968,0.252839,0
3976192,Airline E,460,Airport 1,Airport 2,10,2,1,Type D,0.597842,86.0,1.279196,0.720577,1
7260450,Airline A,515,Airport 1,Airport 2,0,2,3,Type A,0.798953,46.0,3.163512,0.793433,1
6512,Airline A,418,Airport 3,Airport 4,19,7,12,Type B,0.595549,8.0,4.537074,0.371735,1
5780605,Airline A,646,Airport 4,Airport 2,7,1,12,Type C,0.511464,60.0,2.143335,0.790077,1
642301,Airline C,501,Airport 3,Airport 3,19,7,11,Type A,0.8383,8.0,3.152901,0.443745,1
6867342,Airline C,423,Airport 4,Airport 3,11,4,7,Type C,0.98542,2.0,1.219935,0.857645,1
7098051,Airline A,360,Airport 2,Airport 5,0,2,11,Type A,0.181313,51.0,0.241405,0.024904,1
3160141,Airline E,504,Airport 5,Airport 5,9,3,5,Type B,0.691346,44.0,2.928657,0.083495,1
861304,Airline D,591,Airport 4,Airport 2,3,2,7,Type E,0.080658,10.0,0.437749,0.776352,1
8170126,Airline D,535,Airport 1,Airport 2,14,5,9,Type B,0.042841,1.333333,3.817923,0.62409,0
1118149,Airline B,698,Airport 3,Airport 4,18,1,6,Type D,0.280819,4.0,3.551763,0.55902,0
2455499,Airline E,700,Airport 2,Airport 2,5,5,2,Type D,0.97092,44.0,1.846625,0.613979,1
7345178,Airline C,372,Airport 1,Airport 2,4,4,1,Type A,0.552196,100.0,2.056451,0.930191,1
7087386,Airline A,350,Airport 2,Airport 2,4,6,1,Type D,0.268271,5.333333,4.588805,0.655537,1
8353460,Airline B,423,Airport 5,Airport 2,17,3,10,Type B,0.132586,51.0,0.065668,0.647476,1
2399091,Airline D,570,Airport 3,Airport 4,2,1,9,Type C,0.920183,4.666667,2.816517,0.759471,1
5500779,Airline C,539,Airport 3,Airport 2,21,2,6,Type B,0.362367,22.66667,4.816806,0.866621,0
312306,Airline A,601,Airport 1,Airport 2,1,3,6,Type A,0.406697,1.777778,2.484968,0.294652,0
5323612,Airline A,396,Airport 3,Airport 3,3,2,4,Type D,0.857963,17.33333,2.923279,0.616749,1
2960474,Airline A,322,Airport 1,Airport 2,17,4,12,Type A,0.704403,8.0,0.953075,0.656972,1
5810294,Airline A,440,Airport 1,Airport 2,8,6,2,Type A,0.268636,69.33333,0.247259,0.151706,1
2206444,Airline A,558,Airport 1,Airport 2,18,1,10,Type A,0.521511,8.888889,0.634461,0.585357,1
3951577,Airline A,516,Airport 5,Airport 4,9,4,3,Type C,0.928231,15.0,3.398367,0.069551,1
8443793,Airline A,624,Airport 1,Airport 2,21,4,3,Type A,1.001204,48.88889,0.041585,0.20808,1
2460033,Airline D,428,Airport 1,Airport 4,14,6,8,Type E,0.07011,11.33333,4.417428,0.912963,1
1926830,Airline C,599,Airport 1,Airport 2,0,4,6,Type A,0.268613,8.0,3.139672,0.119243,0
3346247,Airline A,439,Airport 1,Airport 2,10,4,7,Type A,0.254539,20.44444,0.112867,0.651281,1
4818162,Airline E,577,Airport 4,Airport 5,13,2,9,Type C,0.533812,54.0,1.198837,0.323481,1
5229008,Airline E,576,Airport 1,Airport 2,9,7,1,Type C,0.749983,11.33333,2.971005,0.555313,0
371044,Airline C,657,Airport 1,Airport 4,18,5,2,Type D,0.295543,4.0,0.378006,0.234974,1
5325156,Airline C,366,Airport 4,Airport 2,23,2,9,Type E,0.757996,14.0,3.899937,0.444379,1
9037926,Airline B,638,Airport 3,Airport 2,20,6,5,Type C,0.668716,61.33333,4.59961,0.867333,1
9136561,Airline D,544,Airport 1,Airport 5,15,3,4,Type D,0.728222,2.0,4.806102,0.376217,0
5929144,Airline A,506,Airport 2,Airport 2,7,6,1,Type E,0.948244,15.0,3.668296,0.353031,1
7373055,Airline A,486,Airport 1,Airport 2,1,6,9,Type A,0.524612,27.55556,2.142064,0.501883,0
6436011,Airline B,492,Airport 1,Airport 5,22,6,11,Type D,0.342568,2.0,3.053537,0.100493,0
8661718,Airline A,503,Airport 5,Airport 3,6,6,9,Type E,0.683847,12.0,2.292718,0.387347,0
2415397,Airline B,339,Airport 2,Airport 2,18,4,4,Type D,0.807557,84.0,3.565674,0.0069,1
8254738,Airline C,524,Airport 1,Airport 2,6,6,9,Type C,0.191445,0.0,1.320903,0.503397,0
5654305,Airline E,515,Airport 2,Airport 3,14,3,10,Type B,0.8468,41.0,0.548922,0.847941,1
4481237,Airline A,434,Airport 1,Airport 2,7,6,1,Type A,0.157852,48.88889,1.904627,0.621082,1
6275231,Airline A,503,Airport 3,Airport 2,13,2,5,Type C,0.006394,6.0,4.990934,0.607725,0
2653568,Airline A,610,Airport 2,Airport 2,0,4,1,Type C,0.158427,7.0,3.087397,0.030563,0
5364294,Airline A,438,Airport 3,Airport 3,12,2,4,Type E,0.978667,48.66667,2.412712,0.859515,1
3967735,Airline A,386,Airport 4,Airport 2,2,4,12,Type D,0.523565,43.0,2.672021,0.385004,1
4975980,Airline B,427,Airport 3,Airport 4,20,2,5,Type A,0.046567,2.0,2.392321,0.974853,1
1705624,Airline E,291,Airport 5,Airport 2,5,1,11,Type C,0.997176,7.0,2.211001,0.120465,1
1108154,Airline A,679,Airport 1,Airport 2,18,5,3,Type A,0.844911,17.18519,2.367589,1.062756,1
7540230,Airline C,416,Airport 4,Airport 2,14,5,2,Type A,0.838005,10.66667,2.398816,0.634291,1
5914873,Airline C,626,Airport 4,Airport 3,3,4,6,Type D,0.212941,21.0,0.605512,0.05234,1
1695985,Airline C,375,Airport 5,Airport 5,20,1,11,Type C,0.105449,60.0,3.827583,0.971699,1
7695254,Airline B,438,Airport 3,Airport 4,2,3,3,Type C,0.515085,16.0,1.957808,0.013873,0
6039182,Airline D,506,Airport 1,Airport 5,3,1,10,Type C,0.772176,42.66667,3.553468,0.7307,1
4116804,Airline E,564,Airport 3,Airport 5,4,7,1,Type A,0.637781,21.33333,2.897847,0.88953,1
7106010,Airline A,493,Airport 2,Airport 4,17,4,11,Type A,0.631059,3.0,3.5659,0.175812,0
3739673,Airline D,346,Airport 3,Airport 5,9,1,5,Type A,0.757096,40.0,0.30997,0.343357,1
6082971,Airline C,494,Airport 4,Airport 3,7,3,2,Type A,0.227021,22.0,0.169367,0.561229,1
4334211,Airline A,625,Airport 1,Airport 2,11,4,2,Type A,0.761519,6.222222,0.946354,0.764785,1
7647064,Airline E,532,Airport 3,Airport 5,21,5,4,Type B,0.392111,6.666667,3.665831,0.871876,0
9625908,Airline A,721,Airport 1,Airport 2,2,6,4,Type A,0.169753,21.33333,0.759206,0.856204,1
6118640,Airline A,517,Airport 1,Airport 2,17,1,4,Type A,0.302143,24.0,1.283502,0.408748,0
3255597,Airline E,601,Airport 2,Airport 2,22,5,7,Type E,0.794004,68.66667,4.904051,0.82172,1
2197602,Airline E,552,Airport 2,Airport 5,7,5,1,Type D,0.895931,57.0,1.074373,0.966077,1
2052502,Airline C,436,Airport 4,Airport 3,0,2,8,Type A,0.282822,6.0,4.239717,0.226986,0
8154769,Airline A,493,Airport 5,Airport 5,13,3,12,Type D,0.190361,44.0,4.127304,0.074096,1
39767,Airline D,611,Airport 1,Airport 4,21,7,10,Type D,0.026725,0.0,4.656761,0.42662,0
5744762,Airline A,465,Airport 1,Airport 2,22,6,9,Type A,1.047697,3.555556,2.287854,0.991572,1
7755775,Airline A,539,Airport 1,Airport 2,12,1,10,Type A,0.783855,5.333333,1.2683,0.169078,1
5415263,Airline E,437,Airport 1,Airport 2,11,5,6,Type D,0.95703,18.0,3.409669,0.885798,1
9117721,Airline C,592,Airport 1,Airport 3,2,5,4,Type C,0.863849,4.0,3.094455,0.992213,1
2112524,Airline B,508,Airport 5,Airport 2,17,7,6,Type A,0.340467,13.0,1.744743,0.054002,1
8447196,Airline A,586,Airport 3,Airport 5,20,3,10,Type B,0.112683,8.0,1.598938,0.495256,0
9765720,Airline E,624,Airport 2,Airport 5,12,6,7,Type C,0.499057,12.0,1.90785,0.328885,0
286849,Airline D,567,Airport 3,Airport 2,14,6,6,Type E,0.026814,85.0,1.292289,0.39368,1
2519799,Airline A,483,Airport 1,Airport 2,0,5,1,Type A,0.333433,20.14815,2.411432,0.832167,0
4803875,Airline E,289,Airport 3,Airport 3,5,5,5,Type D,0.665647,16.66667,4.338859,0.5913,1
1441347,Airline A,542,Airport 1,Airport 2,8,5,8,Type A,0.609877,32.0,0.544851,1.081351,1
2830368,Airline E,604,Airport 1,Airport 4,9,5,8,Type E,0.30242,44.0,0.459577,0.332765,1
3697529,Airline D,376,Airport 3,Airport 3,14,2,12,Type D,0.564768,26.66667,3.78547,0.541504,1
2638373,Airline D,484,Airport 2,Airport 2,8,2,10,Type A,0.125203,2.0,1.951069,0.813329,0
1167498,Airline E,482,Airport 2,Airport 2,22,7,9,Type C,0.755708,11.0,4.123063,0.373028,0
6847197,Airline A,546,Airport 1,Airport 2,13,6,4,Type A,0.812035,10.66667,1.948089,0.523462,1
7669577,Airline C,514,Airport 3,Airport 3,10,4,10,Type E,0.216503,8.666667,3.327051,0.684975,0
8179858,Airline C,408,Airport 4,Airport 2,6,1,6,Type E,0.606392,12.0,1.276697,0.860744,1
3717991,Airline C,661,Airport 3,Airport 5,23,3,7,Type B,0.503303,46.0,0.720179,0.415681,1
4116904,Airline D,333,Airport 5,Airport 2,1,4,5,Type A,0.060816,41.0,1.263242,0.53195,1
3099750,Airline D,439,Airport 3,Airport 3,13,2,11,Type A,0.278154,0.0,2.548798,0.975122,0
5843614,Airline B,366,Airport 2,Airport 4,5,2,8,Type A,0.999483,10.0,4.897315,0.042469,1
4982247,Airline C,535,Airport 1,Airport 3,4,2,3,Type A,0.099536,29.0,0.518436,0.448229,1
438428,Airline C,546,Airport 3,Airport 2,4,4,8,Type A,0.506411,3.0,1.20036,0.635982,0
5926841,Airline A,488,Airport 1,Airport 2,18,2,5,Type A,0.949334,1.777778,1.568199,0.009481,1
8435240,Airline A,378,Airport 1,Airport 2,18,4,1,Type A,0.400652,46.22222,0.760911,0.671385,1
8935972,Airline C,406,Airport 1,Airport 3,5,2,6,Type D,0.260709,18.0,4.292521,0.0562,1
5809028,Airline B,589,Airport 1,Airport 3,9,5,2,Type B,0.890793,58.0,0.697085,0.857558,1
9471361,Airline B,492,Airport 5,Airport 4,22,5,7,Type C,0.30483,34.66667,4.815788,0.807086,0
2959917,Airline A,454,Airport 1,Airport 2,13,1,9,Type A,0.751493,59.55556,2.280937,0.036287,1
9551040,Airline D,430,Airport 1,Airport 2,16,2,3,Type B,0.740313,1.0,4.437645,0.048804,1
3612906,Airline A,488,Airport 1,Airport 2,2,7,10,Type A,0.888618,5.333333,0.432673,0.847816,1
6631486,Airline E,556,Airport 4,Airport 4,0,1,4,Type C,0.99476,10.0,1.647481,0.369545,1
6258508,Airline B,475,Airport 4,Airport 3,9,4,4,Type B,0.803192,2.666667,4.020484,0.575026,1
1042857,Airline A,543,Airport 1,Airport 3,2,1,4,Type C,0.657012,19.0,4.03904,0.270328,1
7367494,Airline A,343,Airport 1,Airport 2,4,2,3,Type A,0.995464,42.66667,1.762939,0.19459,1
4988703,Airline D,613,Airport 1,Airport 2,18,4,5,Type D,0.905745,90.0,2.240254,0.296077,1
4919906,Airline C,496,Airport 2,Airport 4,9,7,9,Type C,0.973166,66.0,1.557946,0.246714,1
9322293,Airline D,401,Airport 3,Airport 5,15,4,11,Type B,0.776465,18.0,4.81479,0.448307,1
4422264,Airline A,544,Airport 1,Airport 2,0,5,8,Type A,0.294927,26.66667,0.548156,0.840011,1
5522764,Airline D,518,Airport 2,Airport 5,5,4,10,Type E,0.709806,7.0,0.21877,0.554129,1
718159,Airline D,387,Airport 5,Airport 2,8,4,2,Type D,0.075128,15.0,0.045653,0.609178,1
9148600,Airline A,487,Airport 1,Airport 2,4,1,12,Type A,0.417963,54.22222,1.937567,0.528838,1
1336213,Airline E,448,Airport 3,Airport 2,13,7,9,Type E,0.115808,0.0,0.283526,0.324734,1
2658681,Airline B,373,Airport 3,Airport 4,9,6,12,Type D,0.949943,22.0,2.693218,0.143509,1
9606078,Airline A,457,Airport 4,Airport 5,1,4,10,Type E,0.338754,61.0,1.836462,0.354565,1
4605361,Airline D,395,Airport 2,Airport 2,4,3,2,Type E,0.713216,3.0,0.734539,0.665199,1
9763976,Airline B,377,Airport 4,Airport 2,0,6,7,Type E,0.571318,80.66667,3.702977,0.733777,1
4416790,Airline A,549,Airport 1,Airport 2,9,5,5,Type A,0.207511,0.0,0.337517,0.527829,1
5040547,Airline C,530,Airport 4,Airport 4,21,7,7,Type C,0.561344,65.0,1.591969,0.644997,1
5966043,Airline E,474,Airport 3,Airport 5,8,7,5,Type B,0.661024,13.0,2.810956,0.210541,0
6446782,Airline A,275,Airport 5,Airport 2,2,5,12,Type E,0.881517,4.0,2.012079,0.860066,1
6805317,Airline C,492,Airport 4,Airport 2,14,4,6,Type C,0.070086,5.0,1.295741,0.865936,0
40540,Airline A,576,Airport 2,Airport 3,3,1,8,Type C,0.295634,36.0,4.830005,0.320328,0
8265575,Airline E,621,Airport 2,Airport 2,12,6,1,Type E,0.692341,40.66667,4.654852,0.547712,1
3157674,Airline A,601,Airport 1,Airport 2,5,5,11,Type A,0.134332,26.66667,1.240236,0.682495,1
1875935,Airline B,381,Airport 2,Airport 2,19,5,12,Type C,0.203553,79.0,1.968722,0.47243,1
5629639,Airline A,422,Airport 1,Airport 2,16,3,1,Type A,0.31867,48.88889,0.768463,1.025035,1
6747969,Airline A,483,Airport 5,Airport 5,22,4,5,Type C,0.669326,0.0,4.278781,0.739717,0
3164537,Airline A,492,Airport 4,Airport 5,4,6,1,Type E,0.285961,22.0,2.839576,0.67251,0
7182758,Airline C,503,Airport 5,Airport 2,14,5,3,Type A,0.599596,10.0,0.447611,0.520093,1
8290278,Airline E,611,Airport 3,Airport 4,7,7,10,Type A,0.965348,18.0,4.266604,0.084847,1
3054327,Airline A,519,Airport 4,Airport 2,4,5,9,Type A,0.793243,2.0,2.674431,0.107821,1
8003420,Airline E,621,Airport 4,Airport 5,23,5,7,Type E,0.332903,9.0,2.277959,0.299009,0
4004734,Airline A,422,Airport 1,Airport 2,12,5,12,Type A,0.5724,26.66667,0.844662,0.237963,1
8689001,Airline B,461,Airport 3,Airport 2,0,1,6,Type B,0.200674,7.0,0.497133,0.952531,1
4257176,Airline A,457,Airport 1,Airport 2,0,2,8,Type A,0.11572,27.55556,2.391755,0.461039,0
4181903,Airline A,494,Airport 1,Airport 3,6,3,8,Type E,0.289715,50.66667,3.706218,0.876605,1
156272,Airline E,364,Airport 1,Airport 4,21,7,6,Type E,0.369409,0.0,0.658888,0.81808,1
9185872,Airline B,692,Airport 5,Airport 5,4,1,4,Type C,0.564367,30.66667,2.556344,0.81257,0
8723765,Airline A,509,Airport 1,Airport 2,13,3,4,Type A,1.044067,26.66667,1.388938,0.242671,1
3020187,Airline C,385,Airport 5,Airport 5,14,5,4,Type C,0.947852,1.0,0.839444,0.447322,1
5048184,Airline D,391,Airport 1,Airport 2,20,3,6,Type D,0.070098,46.0,2.136108,0.317952,1
8250638,Airline A,508,Airport 2,Airport 3,16,4,1,Type B,0.614646,4.666667,3.228731,0.970411,1
2739515,Airline B,559,Airport 4,Airport 2,23,4,12,Type E,0.042353,9.0,1.620053,0.876744,0
3707251,Airline C,593,Airport 5,Airport 2,17,2,2,Type E,0.648081,2.0,1.658045,0.249924,0
5619324,Airline B,504,Airport 2,Airport 3,6,2,6,Type C,0.117703,22.0,0.810142,0.31352,1
7392175,Airline B,560,Airport 3,Airport 2,21,3,11,Type E,0.946403,20.0,2.066203,0.528909,1
6824928,Airline C,534,Airport 5,Airport 3,17,1,1,Type E,0.864339,12.0,2.919286,0.278606,1
8264417,Airline B,489,Airport 4,Airport 2,18,1,9,Type A,0.022329,5.0,0.582628,0.82453,1
7004547,Airline C,465,Airport 3,Airport 5,19,5,12,Type E,0.782132,36.0,3.073922,0.819231,1
8885505,Airline A,502,Airport 3,Airport 5,6,1,6,Type D,0.635897,62.0,1.988966,0.72434,1
2202538,Airline C,488,Airport 4,Airport 3,7,2,7,Type C,0.495369,15.33333,3.390911,0.68931,0
2237146,Airline C,499,Airport 5,Airport 5,12,1,12,Type B,0.602634,8.0,1.574185,0.547302,0
6433712,Airline A,544,Airport 1,Airport 2,17,5,1,Type A,0.77825,2.666667,1.421248,0.390501,1
5770775,Airline C,661,Airport 4,Airport 2,23,4,8,Type A,0.884457,40.0,3.064014,0.836938,1
5741067,Airline A,399,Airport 1,Airport 2,10,1,12,Type A,0.867358,2.666667,1.726268,0.966186,1
2311934,Airline A,509,Airport 4,Airport 2,8,1,12,Type B,0.575378,0.0,3.784695,0.049509,0
4614885,Airline D,535,Airport 3,Airport 5,22,2,12,Type C,0.824616,19.0,0.681759,0.398619,1
7481023,Airline A,462,Airport 1,Airport 2,0,3,12,Type A,1.086923,34.66667,2.413107,0.029956,1
9409818,Airline A,607,Airport 1,Airport 2,21,4,12,Type D,0.300182,12.0,4.418227,0.839477,0
6508064,Airline A,451,Airport 5,Airport 2,7,3,5,Type A,0.118421,1.0,2.811594,0.177093,0
2079544,Airline E,567,Airport 5,Airport 5,20,5,5,Type B,0.731448,23.33333,4.451794,0.673867,0
3707680,Airline C,625,Airport 2,Airport 4,11,5,6,Type D,0.978596,30.0,1.912165,0.357376,1
670413,Airline B,539,Airport 4,Airport 4,1,3,7,Type A,0.116706,34.0,0.371433,0.816065,1
6697555,Airline A,482,Airport 1,Airport 2,14,2,7,Type A,0.531707,6.222222,1.817578,0.573398,0
22882,Airline B,548,Airport 5,Airport 5,20,6,5,Type B,0.062268,47.0,4.916721,0.324402,1
2042601,Airline E,460,Airport 5,Airport 2,23,2,1,Type C,0.776532,19.0,0.809273,0.323871,1
5341663,Airline A,429,Airport 4,Airport 5,17,6,11,Type E,0.948709,23.0,3.21937,0.326927,1
7581066,Airline A,536,Airport 2,Airport 4,16,6,9,Type A,0.498994,15.33333,4.267128,0.788579,0
9351074,Airline A,574,Airport 1,Airport 2,14,2,6,Type A,0.509521,5.925926,2.462668,0.800005,0
2947417,Airline A,509,Airport 2,Airport 2,19,6,9,Type A,0.907719,8.0,1.382639,0.319214,1
